Hotel_Name,Hotel_Address,text,lat,lng,emotion,cluster
Millennium Gloucester Hotel London,4 18 Harrington Gardens Kensington and Chelsea London SW7 4LH United Kingdom, Good location and a short bus taxi ride to Harrods etc Lots of eating places within walking distance Good size room and it was actually quiet as requested  No Negative,51.4935083,-0.1834346,neutral,0
Hilton London Metropole,225 Edgware Road Westminster Borough London W2 1JU United Kingdom,No Positive  When we arrived they didnt mention the swimming pool was closed for 2 weeks and that was the main reason I booked this hotel it should have been on there website So people where Aware of this very disappointed ,51.5195688,-0.170521,neutral,0
The Student Hotel Amsterdam City,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands, Gym bike rental friendly staff  Housekeeping was a bit sloppy left room unfinished left cleaning rags floor not properly vacuumed etc,52.3546649,4.9131641,neutral,0
Renaissance Paris Arc de Triomphe Hotel,39 Avenue de Wagram 17th arr 75017 Paris France, Great location and size of rooms in a modern setting  The security should improve anyone can access the elevator and rooms no key required ,48.8772093,2.2968266,neutral,0
Mercure Paris Terminus Nord,21 rue de Dunkerque 10th arr 75010 Paris France,No Positive  TV did not work Electricity plug did not work,48.8794843,2.3556545,neutral,-1
The Nadler Kensington,25 Courtfield Gardens Kensington and Chelsea London SW5 0PG United Kingdom, Friendly helpful staff Well located near Earls Court Tube  No Negative,51.4931086,-0.190208,joy,0
Courtyard by Marriott Vienna Schoenbrunn,Sch nbrunner Schlossstra e 38 40 12 Meidling 1120 Vienna Austria, Very nice bedrooms and very clean hotel No Negative,48.184732,16.3211959,anger,0
Catalonia Park Putxet,Putget 68 Sarri St Gervasi 08023 Barcelona Spain,No Positive  On the 5th floor so really noisy from the restaurant above,41.4072812,2.1443116,neutral,1
The Principal London,1 8 Russell Square Camden London WC1B 5BE United Kingdom, The bed was extremely comfortable and my single room was spacious in comparison to some of the single rooms I ve had in other hotels Handy for Euston and St Pancreas Stations  I had to wait over 45 minutes for a bar meal ,51.5226217,-0.1251602,neutral,0
Holiday Inn London Kensington,Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom, The breakfast  The staff s attitude and unwillingness to help,51.499981,-0.1928791,neutral,0
Eiffel Trocad ro,35 Rue Benjamin Franklin 16th arr 75016 Paris France, Location very close to the Eiffel Tower very convenient to train and to tour buses in Trocadero   Room with view of Eiffel Tower was a bit obstructed as you could only see the top half of the tower ,48.8613055,2.2862823,neutral,0
Hilton London Metropole,225 Edgware Road Westminster Borough London W2 1JU United Kingdom, Great location They gave me early check in Great stuff  Bad services Small rooms They don t care about my complaints,51.5195688,-0.170521,neutral,0
Grosvenor House A JW Marriott Hotel,Park Lane Westminster Borough London W1K 7TN United Kingdom, The ambiance was very nice People are very kind I like the donuts with vanille cr me   For me the coffee but that s personal,51.5082019,-0.1545589,neutral,0
Au Manoir Saint Germain,153 Boulevard Saint Germain 6th arr 75006 Paris France, Comfortable bed Location ideal Staff friendly  No Negative,48.853688,2.3322667,joy,0
DoubleTree by Hilton London West End,92 Southampton Row Camden London WC1B 4BH United Kingdom,No Positive  We were on lower ground floor noise from tube kept us awake,51.5201065,-0.1221393,neutral,0
Golden Tulip Amsterdam West,Molenwerf 1 1014 AG Amsterdam Netherlands, the service the easy access to the highway while being close to the city center 15 min by tram the breakfast possibility of extending check out had to pay though   we should have complained upon arrival but didnt But the room temperature was quite cold due do a very noisy A C hence turned off ,52.385601,4.8470597,neutral,0
Great St Helen Hotel,36 Great st Helens City of London London EC3A 6AP United Kingdom, In a good city location   I had a basement room at the front The construction of the new building opposite goes on 24 hours so very noisy I suspect this will be ok once finished The room is very small but not dissimilar to other local hotels in the city The immediate basics were clean I e slink shower furniture and bedlinen but the rest was filthy Thick dust on top of the skirting boards all the corners full of dust and debris The phone did not work and there was no extra way of locking the door so I felt a little vulnerable on my own The Bed was rock hard and I like a hard mattress normally So I had a bad nights sleep due to the hard bed and the noise and do not intend to stay there again in the foreseeable future ,51.5149583,-0.0823869,neutral,0
Hilton London Tower Bridge,5 More London Place Tooley Street Southwark London SE1 2BY United Kingdom, Nice and extensive breakfast buffet Very quiet and comfortable rooms   We ordered an extra bed which was promised us later this day In the evening no additional bed in the room was ready Even after 2 times re asking and 3 hours waiting nothing The hotel manager then gave us some sheets and a pillow and our guest had to sleep on the floor On the day before the room service would deliver a pizza late at night about 02 00 which we never ordered he said oh sorry this is a mistake The hotel has not even lowerde the price Poor service through and through from a Hilton hotel I would clearly expect more ,51.504575,-0.082675,neutral,0
The RE London Shoreditch,419 437 Hackney Road London E2 8PP United Kingdom, Staff did try to resolve very poor experience but they are restricted by company policy which they stated   Disrgaceful condition of tables and chairs outside of lift door one morning which the staff new about but didn t want to resolve Guests are not treated individually but rather as tribe that can only function when they and everything else are extra loud and want to be surrounded by XXL televisions Not able to offer anything for guests who want a quite environment Towels and bathrobe worn and old ,51.531979,-0.061598,neutral,0
Arbor Hyde Park,36 37 Lancaster Gate Westminster Borough London W2 3NA United Kingdom, Location in a quiet corner so close to Hyde Park and the underground Room had everything we needed and big fluffy towels in the bathroom Continental breakfast was more than enough  No Negative,51.5126488,-0.1803795,neutral,0
Radisson Blu Edwardian Kenilworth,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom, Rooms were quiet even at the front of the hotel   Would have prefer to have had fried egg available as part of the self service buffet rather than having to ask for them ,51.5179725,-0.1280495,neutral,0
H tel Concorde Montparnasse,40 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France, Very good location and wonderful service from everyone on the front desk Breakfast must be the best in Paris  Saturday was the very busiest day for breakfast not enough staff on duty meant long ques ,48.8381079,2.318669,neutral,0
Le Meridien Piccadilly,21 Piccadilly Westminster Borough London W1J 0BH United Kingdom, Easy to find  Poor room quality and dated fittings decor room not clean as you would expect for pricey hotel extra deposit not mentioned in booking or conditions very very poor,51.5094835,-0.1362538,neutral,0
Rydges Kensington Hotel,61 Gloucester Road Kensington and Chelsea London SW7 4PE United Kingdom, Food was delicious staff were friendly and helpful and the room was comfortable and well equipped   Everything was amazing ,51.4956883,-0.1827878,joy,0
Holiday Inn London Mayfair,3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom, room fine but all a bit dated  Plastic breakfast in a stuffy room,51.507746,-0.1422993,neutral,0
Catalonia Ramblas 4 Sup,Pelai 28 Ciutat Vella 08002 Barcelona Spain, The room was big   The location is very noisy I had real trubbles having some rest in the night The price was very high for example they will charge you with 19 euros for one breckfast They also charged me with 10 euros for checking out 1 hour after 12 a clock and not to mention that if you take something from the minibar they try to put thinghs on your bill that you haven t consumed for example they ve put one wiskey on my bill and charged me with 5 euros I don t drink wiskey so I figured out Overall it was a big disappointment this hotel and to be honest their last star from their four stars doesn t shine very much I don t recommend it ,41.3856387,2.1668274,neutral,1
Baglioni Hotel London The Leading Hotels of the World,60 Hyde Park gate Kensington and Chelsea London SW7 5BB United Kingdom, The location  No kitchen in their apartments,51.5017224,-0.1846243,neutral,0
Capri by Fraser Barcelona,Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain, Very nice design comfortable and clean rooms good location near the centre of Barcelona and 15 20 min by walking from the beach  Very unfriendly and arrogant behaviour of staff during check in Staff especially the hotel manager arrogantly escalated a small problem that could be solved in a friendly way and after check in Definitely unprofessional attitude to the guests The rooms are nice and clean but unfortunately due to poor sewage system infested with a strong bad smell On request the room was without any problems replaced but the strong odour of sewerage was also there According to the staff approach to this this problem the hotel knows about the sewer smell For this reason the price does not correspond to quality of the accommodation ,41.3976233,2.188975,neutral,1
Park Plaza Westminster Bridge London,Westminster Bridge Road Lambeth London SE1 7UT United Kingdom, Everything  Lack of view Rooms a little dark,51.5009609,-0.1165913,neutral,0
Holiday Inn London Kensington,Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom, Location Spa and spa staff excellent  Having to pay a 50 deposit or the reception staff would not allow you to check in Even though you have paid for the room Rooms extremely small,51.499981,-0.1928791,neutral,0
